,task,num_simulations,num_constraining_simulations,num_observation,algorithm,seed,dimension,rounds,"C2ST (0,)","C2ST (1,)","C2ST (2,)","C2ST (3,)","C2ST (4,)","C2ST (5,)","C2ST (6,)","C2ST (7,)","C2ST (8,)","C2ST (9,)","C2ST (0, 1)","C2ST (0, 2)","C2ST (0, 3)","C2ST (0, 4)","C2ST (0, 5)","C2ST (0, 6)","C2ST (0, 7)","C2ST (0, 8)","C2ST (0, 9)","C2ST (1, 2)","C2ST (1, 3)","C2ST (1, 4)","C2ST (1, 5)","C2ST (1, 6)","C2ST (1, 7)","C2ST (1, 8)","C2ST (1, 9)","C2ST (2, 3)","C2ST (2, 4)","C2ST (2, 5)","C2ST (2, 6)","C2ST (2, 7)","C2ST (2, 8)","C2ST (2, 9)","C2ST (3, 4)","C2ST (3, 5)","C2ST (3, 6)","C2ST (3, 7)","C2ST (3, 8)","C2ST (3, 9)","C2ST (4, 5)","C2ST (4, 6)","C2ST (4, 7)","C2ST (4, 8)","C2ST (4, 9)","C2ST (5, 6)","C2ST (5, 7)","C2ST (5, 8)","C2ST (5, 9)","C2ST (6, 7)","C2ST (6, 8)","C2ST (6, 9)","C2ST (7, 8)","C2ST (7, 9)","C2ST (8, 9)",C2ST 1-dim sum,C2ST 1-dim mean,C2ST 1-dim var,C2ST 2-dim sum,C2ST 2-dim mean,C2ST 2-dim var,RT,path,folder
0,gaussian_linear,2280,10916,10,tmnre,2080447848,10,5,0.6248999834060669,0.7016000151634216,0.5753999948501587,0.8187999725341797,0.6851999759674072,0.88919997215271,0.6126999855041504,0.8059999942779541,0.6040999889373779,0.6033999919891357,0.7979000210762024,0.7171000242233276,0.7914999723434448,0.814300000667572,0.86080002784729,0.6506999731063843,0.8343999981880188,0.7239999771118164,0.7095000147819519,0.6205000281333923,0.8059999942779541,0.7967000007629395,0.7907000184059143,0.703000009059906,0.7825999855995178,0.7570000290870667,0.9061999917030334,0.746999979019165,0.7924000024795532,0.866100013256073,0.6740999817848206,0.8090000152587891,0.9034000039100647,0.828499972820282,0.8899000287055969,0.8123000264167786,0.8087999820709229,0.7641000151634216,0.8465999960899353,0.9175000190734863,0.9136000275611877,0.7021999955177307,0.8550999760627747,0.7968000173568726,0.9017000198364258,0.6514000296592712,0.6481000185012817,0.8650000095367432,0.9021000266075134,0.7110000252723694,0.7724999785423279,0.9025999903678894,0.7979999780654907,0.8266000151634216,0.8726000189781189,6.92140007019043,0.6920999884605408,0.012000000104308128,35.84170150756836,0.796500027179718,0.006500000134110451,569.0727,/home/ben/sci/tmnre/outputs/2021-07-25/14-14-41/gaussian_linear/tmnre-10d-0.1scale-10-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-14-41/gaussian_linear/tmnre-10d-0.1scale-10-10000
1,gaussian_linear,5077,10129,9,tmnre,1680711215,10,4,0.5853000283241272,0.6790000200271606,0.5684000253677368,0.7275999784469604,0.71670001745224,0.8640000224113464,0.5669999718666077,0.5595999956130981,0.6212000250816345,0.5587000250816345,0.6758999824523926,0.6657000184059143,0.7961999773979187,0.8496999740600586,0.8583999872207642,0.6399000287055969,0.6492000222206116,0.7271000146865845,0.7932999730110168,0.6151999831199646,0.6764000058174133,0.8011999726295471,0.8977000117301941,0.7109000086784363,0.6736999750137329,0.6205999851226807,0.7001000046730042,0.7470999956130981,0.7735000252723694,0.7750999927520752,0.6075999736785889,0.7085999846458435,0.6690000295639038,0.6777999997138977,0.7961999773979187,0.7924000024795532,0.6191999912261963,0.6740999817848206,0.6054999828338623,0.7102000117301941,0.8866999745368958,0.8475000262260437,0.7261999845504761,0.8097000122070312,0.8292999863624573,0.9251999855041504,0.8715999722480774,0.8546000123023987,0.8942999839782715,0.6872000098228455,0.6133999824523926,0.6592000126838684,0.7276999950408936,0.7202000021934509,0.7232000231742859,6.447500228881836,0.6446999907493591,0.010200000368058681,33.28390121459961,0.7396000027656555,0.008299999870359898,559.51465,/home/ben/sci/tmnre/outputs/2021-07-25/14-14-41/gaussian_linear/tmnre-10d-0.1scale-9-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-14-41/gaussian_linear/tmnre-10d-0.1scale-9-10000
2,sir,325,997,1,tmnre,1946220725,2,5,0.5924999713897705,0.6474000215530396,,,,,,,,,0.6470000147819519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23989999294281,0.6198999881744385,0.001500000013038516,0.6470000147819519,0.6470000147819519,,689.1533,/home/ben/sci/tmnre/outputs/2021-07-25/14-16-37/sir/tmnre-2d-1-1000,/home/ben/sci/tmnre/outputs/2021-07-25/14-16-37/sir/tmnre-2d-1-1000
3,sir,6590,10021,1,tmnre,3113804749,2,3,0.5270000100135803,0.5773000121116638,,,,,,,,,0.5928999781608582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104200005531311,0.5521000027656555,0.0013000000035390258,0.5928999781608582,0.5928999781608582,,548.3992,/home/ben/sci/tmnre/outputs/2021-07-25/14-16-37/sir/tmnre-2d-1-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-16-37/sir/tmnre-2d-1-10000
4,sir,71602,99920,8,tmnre,579514114,2,2,0.5066999793052673,0.5241000056266785,,,,,,,,,0.542900025844574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0307999849319458,0.5153999924659729,0.00019999999494757503,0.542900025844574,0.542900025844574,,2514.9998,/home/ben/sci/tmnre/outputs/2021-07-25/14-17-16/sir/tmnre-2d-8-100000,/home/ben/sci/tmnre/outputs/2021-07-25/14-17-16/sir/tmnre-2d-8-100000
5,sir,73130,99846,10,tmnre,4132068556,2,2,0.534600019454956,0.5131000280380249,,,,,,,,,0.5325999855995178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0476000308990479,0.5238000154495239,0.00019999999494757503,0.5325999855995178,0.5325999855995178,,2587.0784,/home/ben/sci/tmnre/outputs/2021-07-25/14-17-16/sir/tmnre-2d-10-100000,/home/ben/sci/tmnre/outputs/2021-07-25/14-17-16/sir/tmnre-2d-10-100000
6,lotka_volterra,9991,9991,7,tmnre,2313534574,4,1,0.849399983882904,,0.9498999714851379,0.8230000138282776,,,,,,,0.9909999966621399,0.9861999750137329,0.9991999864578247,,,,,,,0.9987999796867371,0.9976999759674072,,,,,,,0.9585000276565552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.931600093841553,0.9886000156402588,0.00019999999494757503,673.9375,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-7-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-7-10000
7,lotka_volterra,9926,9926,8,tmnre,1830944810,4,1,0.8198000192642212,0.6949999928474426,0.807200014591217,0.763700008392334,,,,,,,0.9021000266075134,0.9164999723434448,0.9362000226974487,,,,,,,0.911899983882904,0.84579998254776,,,,,,,0.9221000075340271,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.085599899291992,0.771399974822998,0.0031999999191612005,5.434700012207031,0.9057999849319458,0.0010000000474974513,661.5957,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-8-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-8-10000
8,lotka_volterra,8149,9990,1,tmnre,63233748,4,2,0.9114999771118164,0.7124999761581421,0.8403000235557556,0.8953999876976013,,,,,,,0.9325000047683716,0.9796000123023987,0.984499990940094,,,,,,,0.9294000267982483,0.9605000019073486,,,,,,,0.9800999760627747,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3596999645233154,0.839900016784668,0.008200000040233135,5.766600131988525,0.9610999822616577,0.0006000000284984708,763.93225,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-1-10000,/home/ben/sci/tmnre/outputs/2021-07-25/14-15-52/lotka_volterra/tmnre-4d-0.1scale-1-10000
9,lotka_volterra,1679,11287,4,tmnre,432271408,4,5,0.7721999883651733,0.9172000288963318,0.7178000211715698,0.8033000230789185,,,,,,,0.8033000230789185,0.8583999872207642,0.9553999900817871,,,,,,,0.9452000260353088,0.9473999738693237,,,,,,,0.9872000217437744,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.210400104522705,0.8026000261306763,0.0071000000461936,5.4969000816345215,0.9161999821662903,0.004900000058114529,923.0289,/home/ben/sci/tmnre/outputs/lotka_volterra/2021-08-04/19-34-18/tmnre-4d-0.1scale-4-10000,/home/ben/sci/tmnre/outputs/lotka_volterra/2021-08-04/19-34-18/tmnre-4d-0.1scale-4-10000
10,lotka_volterra,1885,10901,9,tmnre,890045474,4,5,0.6812000274658203,0.6277999877929688,0.515999972820282,0.5367000102996826,,,,,,,0.8285999894142151,0.8273000121116638,0.8561999797821045,,,,,,,0.724399983882904,0.7002999782562256,,,,,,,0.6877999901771545,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3617000579833984,0.590399980545044,0.006000000052154064,4.624899864196777,0.770799994468689,0.00559999980032444,911.0948,/home/ben/sci/tmnre/outputs/lotka_volterra/2021-08-04/19-34-18/tmnre-4d-0.1scale-9-10000,/home/ben/sci/tmnre/outputs/lotka_volterra/2021-08-04/19-34-18/tmnre-4d-0.1scale-9-10000
11,lotka_volterra,79334,99791,10,tmnre,922950217,4,2,0.8281000256538391,0.8100000023841858,0.8083999752998352,0.8145999908447266,,,,,,,0.8629000186920166,0.92330002784729,0.9642999768257141,,,,,,,0.9496999979019165,0.8561000227928162,,,,,,,0.9401000142097473,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.261199951171875,0.8152999877929688,8.064499706961215e-05,5.496300220489502,0.916100025177002,0.002099999925121665,4492.5225,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-10-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-10-100000
12,lotka_volterra,14998,115055,4,tmnre,349602121,4,4,0.5508000254631042,0.5263000130653381,0.5422000288963318,0.5249999761581421,,,,,,,0.546500027179718,0.6496999859809875,0.7318000197410583,,,,,,,0.6468999981880188,0.5716000199317932,,,,,,,0.6620000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.144200086593628,0.5360999703407288,0.00019999999494757503,3.808500051498413,0.6348000168800354,0.0044999998062849045,5292.8604,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-4-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-4-100000
13,lotka_volterra,23567,106136,8,tmnre,3807453661,4,4,0.5178999900817871,0.5561000108718872,0.5145000219345093,0.5776000022888184,,,,,,,0.6294000148773193,0.6527000069618225,0.550599992275238,,,,,,,0.546500027179718,0.609000027179718,,,,,,,0.6029999852180481,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1659998893737793,0.5414999723434448,0.0008999999845400453,3.5913000106811523,0.5985000133514404,0.0017999999690800905,5070.523,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-8-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-8-100000
14,lotka_volterra,2209,128290,1,tmnre,131514022,4,5,0.6355000138282776,0.6973999738693237,0.5342000126838684,0.5526000261306763,,,,,,,0.6679999828338623,0.6779999732971191,0.7358999848365784,,,,,,,0.6593000292778015,0.6779000163078308,,,,,,,0.7117999792098999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.419600009918213,0.6049000024795532,0.00570000009611249,4.130799770355225,0.6884999871253967,0.0008999999845400453,6039.3613,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-1-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-1-100000
15,lotka_volterra,6401,123207,2,tmnre,2363257532,4,5,0.5184999704360962,0.54830002784729,0.5533000230789185,0.5354999899864197,,,,,,,0.6776999831199646,0.5878000259399414,0.6801000237464905,,,,,,,0.5931000113487244,0.6802999973297119,,,,,,,0.6129000186920166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1556999683380127,0.5389000177383423,0.00019999999494757503,3.831899881362915,0.6385999917984009,0.002099999925121665,5698.1875,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-2-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-2-100000
16,lotka_volterra,13328,115850,7,tmnre,2389942889,4,5,0.5418000221252441,0.5289000272750854,0.5526000261306763,0.5128999948501587,,,,,,,0.5651999711990356,0.5812000036239624,0.5591999888420105,,,,,,,0.6367999911308289,0.5608000159263611,,,,,,,0.6039000153541565,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1361000537872314,0.5339999794960022,0.0003000000142492354,3.5071001052856445,0.5845000147819519,0.0008999999845400453,5593.7153,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-7-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-7-100000
17,lotka_volterra,26803,103834,3,tmnre,3115736076,4,4,0.5198000073432922,0.5008000135421753,0.5508000254631042,0.5162000060081482,,,,,,,0.6373000144958496,0.5429999828338623,0.6312000155448914,,,,,,,0.642799973487854,0.6021999716758728,,,,,,,0.5866000056266785,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.087599992752075,0.5218999981880188,0.00039999998989515007,3.6429998874664307,0.607200026512146,0.001500000013038516,5146.819,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-3-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-3-100000
18,lotka_volterra,24713,104673,9,tmnre,410835662,4,4,0.5145000219345093,0.5486000180244446,0.5260999798774719,0.5386000275611877,,,,,,,0.5572999715805054,0.5623000264167786,0.598800003528595,,,,,,,0.5285000205039978,0.6064000129699707,,,,,,,0.5817000269889832,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1278998851776123,0.5320000052452087,0.00019999999494757503,3.434999942779541,0.5724999904632568,0.0007999999797903001,5045.4004,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-9-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-9-100000
19,lotka_volterra,14367,115328,5,tmnre,326648529,4,5,0.5112000107765198,0.536899983882904,0.5313000082969666,0.6593000292778015,,,,,,,0.6575000286102295,0.6110000014305115,0.6991999745368958,,,,,,,0.6255000233650208,0.5651999711990356,,,,,,,0.5521000027656555,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2386999130249023,0.5597000122070312,0.0044999998062849045,3.7105000019073486,0.618399977684021,0.003100000089034438,5581.4937,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-5-100000,/home/ben/sci/tmnre/outputs/2021-10-14/21-46-05/lotka_volterra/tmnre-4d-0.1scale-5-100000
20,lotka_volterra,772,11916,3,tmnre,637529879,4,6,0.5339000225067139,0.6572999954223633,0.7382000088691711,0.6014999747276306,,,,,,,0.6078000068664551,0.8162999749183655,0.9120000004768372,,,,,,,0.8999999761581421,0.6718000173568726,,,,,,,0.835099995136261,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.530900001525879,0.6327000260353088,0.007499999832361937,4.743100166320801,0.7904999852180481,0.015399999916553497,962.0404,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-3-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-3-10000
21,lotka_volterra,7601,9824,10,tmnre,395871135,4,3,0.8622000217437744,0.7634000182151794,0.8906000256538391,0.8550000190734863,,,,,,,0.9090999960899353,0.9265000224113464,0.9509999752044678,,,,,,,0.8885999917984009,0.8712000250816345,,,,,,,0.8999000191688538,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3712000846862793,0.8428000211715698,0.003000000026077032,5.446400165557861,0.9077000021934509,0.0007999999797903001,802.64514,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-10-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-10-10000
22,lotka_volterra,1014,1014,6,tmnre,499230450,4,1,0.9233999848365784,0.9060999751091003,0.9416000247001648,0.9205999970436096,,,,,,,0.9836999773979187,0.9876999855041504,0.9480999708175659,,,,,,,0.9919999837875366,0.9581999778747559,,,,,,,0.9869999885559082,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.691699981689453,0.9229000210762024,0.00019999999494757503,5.856800079345703,0.9761000275611877,0.0003000000142492354,253.9549,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-6-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-6-1000
23,lotka_volterra,1031,1031,5,tmnre,1855884318,4,1,0.9125000238418579,0.8496999740600586,0.871999979019165,0.9071000218391418,,,,,,,0.9915000200271606,0.9954000115394592,0.9973999857902527,,,,,,,0.9613000154495239,0.9933000206947327,,,,,,,0.9807999730110168,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.541300058364868,0.8852999806404114,0.0008999999845400453,5.91949987411499,0.9865999817848206,0.00019999999494757503,238.50865,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-5-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-5-1000
24,lotka_volterra,983,983,9,tmnre,1675690778,4,1,0.8931999802589417,0.8051999807357788,0.8709999918937683,0.8458999991416931,,,,,,,0.9879999756813049,0.9951000213623047,0.9947999715805054,,,,,,,0.9430999755859375,0.9402999877929688,,,,,,,0.9739999771118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.415299892425537,0.8537999987602234,0.00139999995008111,5.8354997634887695,0.972599983215332,0.0006000000284984708,244.25136,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-9-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-9-1000
25,lotka_volterra,1037,1037,2,tmnre,1623500595,4,1,0.9873999953269958,0.8009999990463257,0.9674000144004822,0.9265000224113464,,,,,,,0.9990000128746033,0.9991000294685364,0.9922999739646912,,,,,,,0.9948999881744385,0.9865000247955322,,,,,,,0.9994999766349792,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.682300090789795,0.9205999970436096,0.007000000216066837,5.97130012512207,0.995199978351593,2.6157000320381485e-05,257.7996,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-2-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-2-1000
26,lotka_volterra,987,987,8,tmnre,2774419761,4,1,0.8719000220298767,0.8090000152587891,0.8348000049591064,0.9417999982833862,,,,,,,0.9869999885559082,0.9772999882698059,0.993399977684021,,,,,,,0.9670000076293945,0.9911999702453613,,,,,,,0.9944000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45740008354187,0.8644000291824341,0.0032999999821186066,5.910399913787842,0.9850999712944031,9.999999747378752e-05,344.8923,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-8-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-8-1000
27,lotka_volterra,9994,9994,5,tmnre,2217704069,4,1,0.9305999875068665,0.7342000007629395,0.9154000282287598,0.9180999994277954,,,,,,,0.9068999886512756,0.9520000219345093,0.9839000105857849,,,,,,,0.8895999789237976,0.8471999764442444,,,,,,,0.9714999794960022,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.498300075531006,0.8745999932289124,0.008799999952316284,5.551199913024902,0.9251999855041504,0.00279999990016222,649.30774,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-5-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-5-10000
28,lotka_volterra,1038,1038,3,tmnre,3150587654,4,1,0.9629999995231628,0.8195000290870667,0.9053999781608582,0.8913000226020813,,,,,,,0.9940000176429749,0.9908000230789185,0.9860000014305115,,,,,,,0.9743000268936157,0.9502999782562256,,,,,,,0.9753000140190125,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5792999267578125,0.8948000073432922,0.0035000001080334187,5.87060022354126,0.9783999919891357,0.0003000000142492354,264.40253,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-3-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-3-1000
29,lotka_volterra,986,986,7,tmnre,3810256845,4,1,0.9991000294685364,0.9968000054359436,0.9965999722480774,0.9508000016212463,,,,,,,0.9998999834060669,0.9986000061035156,1.0,,,,,,,0.9998000264167786,0.9973000288009644,,,,,,,0.9994000196456909,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9433000087738037,0.98580002784729,0.0005000000237487257,5.994900226593018,0.9991999864578247,1.145400005952979e-06,278.20065,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-7-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-7-1000
30,lotka_volterra,1016,1016,10,tmnre,1401570189,4,1,0.8755999803543091,0.8101999759674072,0.8999999761581421,0.8406000137329102,,,,,,,0.9578999876976013,0.9876000285148621,0.9908000230789185,,,,,,,0.9860000014305115,0.907800018787384,,,,,,,0.9735999703407288,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4263999462127686,0.8565999865531921,0.0015999999595806003,5.803800106048584,0.9672999978065491,0.0010000000474974513,259.95346,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-10-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-10-1000
31,lotka_volterra,1051,1051,1,tmnre,2441599578,4,1,0.9405999779701233,0.8054999709129333,0.9049000144004822,0.9488000273704529,,,,,,,0.9771000146865845,0.9883000254631042,0.9940999746322632,,,,,,,0.9811999797821045,0.9919000267982483,,,,,,,0.9965999722480774,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599900007247925,0.8999999761581421,0.00430000014603138,5.929100036621094,0.9882000088691711,5.792400042992085e-05,245.69066,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-1-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-1-1000
32,lotka_volterra,864,966,4,tmnre,3481287311,4,2,0.8810999989509583,0.9991999864578247,0.9225999712944031,0.9398000240325928,,,,,,,1.0,0.9922999739646912,0.9998000264167786,,,,,,,0.9969000220298767,0.9919000267982483,,,,,,,0.9976999759674072,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7427000999450684,0.935699999332428,0.002400000113993883,5.978600025177002,0.996399998664856,1.2497000170696992e-05,350.51898,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-4-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/lotka_volterra/tmnre-4d-0.1scale-4-1000
33,gaussian_linear,32327,99861,1,tmnre,2400474020,10,6,0.8353000283241272,0.698199987411499,0.6079000234603882,0.5842000246047974,0.8331000208854675,0.5928000211715698,0.5859000086784363,0.6218000054359436,0.6550999879837036,0.6574000120162964,0.8758999705314636,0.8529000282287598,0.8522999882698059,0.9164000153541565,0.8539999723434448,0.8586000204086304,0.8421000242233276,0.8615999817848206,0.8507999777793884,0.7401999831199646,0.73089998960495,0.870199978351593,0.7317000031471252,0.7319999933242798,0.7484999895095825,0.7684000134468079,0.733299970626831,0.6262000203132629,0.8288999795913696,0.6399000287055969,0.6539000272750854,0.6705999970436096,0.6995000243186951,0.6765999794006348,0.8446000218391418,0.6068000197410583,0.6086999773979187,0.65829998254776,0.6948999762535095,0.6617000102996826,0.8361999988555908,0.8464000225067139,0.8712000250816345,0.8668000102043152,0.8471999764442444,0.6456999778747559,0.6506999731063843,0.7009000182151794,0.6579999923706055,0.6553000211715698,0.6769000291824341,0.6571000218391418,0.7125999927520752,0.6930999755859375,0.6927000284194946,6.6717000007629395,0.6672000288963318,0.009100000374019146,33.70119857788086,0.7488999962806702,0.00860000029206276,2765.1865,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-100000
