,task,num_simulations,num_constraining_simulations,num_observation,algorithm,seed,dimension,rounds,"C2ST (0,)","C2ST (1,)","C2ST (2,)","C2ST (3,)","C2ST (4,)","C2ST (5,)","C2ST (6,)","C2ST (7,)","C2ST (8,)","C2ST (9,)","C2ST (0, 1)","C2ST (0, 2)","C2ST (0, 3)","C2ST (0, 4)","C2ST (0, 5)","C2ST (0, 6)","C2ST (0, 7)","C2ST (0, 8)","C2ST (0, 9)","C2ST (1, 2)","C2ST (1, 3)","C2ST (1, 4)","C2ST (1, 5)","C2ST (1, 6)","C2ST (1, 7)","C2ST (1, 8)","C2ST (1, 9)","C2ST (2, 3)","C2ST (2, 4)","C2ST (2, 5)","C2ST (2, 6)","C2ST (2, 7)","C2ST (2, 8)","C2ST (2, 9)","C2ST (3, 4)","C2ST (3, 5)","C2ST (3, 6)","C2ST (3, 7)","C2ST (3, 8)","C2ST (3, 9)","C2ST (4, 5)","C2ST (4, 6)","C2ST (4, 7)","C2ST (4, 8)","C2ST (4, 9)","C2ST (5, 6)","C2ST (5, 7)","C2ST (5, 8)","C2ST (5, 9)","C2ST (6, 7)","C2ST (6, 8)","C2ST (6, 9)","C2ST (7, 8)","C2ST (7, 9)","C2ST (8, 9)",C2ST 1-dim sum,C2ST 1-dim mean,C2ST 1-dim var,C2ST 2-dim sum,C2ST 2-dim mean,C2ST 2-dim var,RT,path,folder
34,gaussian_linear,383,986,1,tmnre,2593984583,10,3,0.7893000245094299,0.8525000214576721,0.611299991607666,0.6269999742507935,0.7580999732017517,0.7062000036239624,0.515500009059906,0.5335000157356262,0.7541999816894531,0.6079999804496765,0.9664999842643738,0.8920999765396118,0.9125000238418579,0.8331999778747559,0.8427000045776367,0.9642999768257141,0.9327999949455261,0.9854999780654907,0.9513000249862671,0.8827000260353088,0.9283999800682068,0.7727000117301941,0.9273999929428101,0.6640999913215637,0.9682999849319458,0.6577000021934509,0.8281000256538391,0.7196999788284302,0.8108999729156494,0.8011000156402588,0.9645000100135803,0.692300021648407,0.9480999708175659,0.8043000102043152,0.7699000239372253,0.7598999738693237,0.9269999861717224,0.7261000275611877,0.8101999759674072,0.8507999777793884,0.7638000249862671,0.7547000050544739,0.8155999779701233,0.7853000164031982,0.8766999840736389,0.8551999926567078,0.8876000046730042,0.8069000244140625,0.6797000169754028,0.6895999908447266,0.7182999849319458,0.8849999904632568,0.7576000094413757,0.8141000270843506,0.79830002784729,6.755499839782715,0.675599992275238,0.012799999676644802,37.383399963378906,0.8306999802589417,0.00860000029206276,819.00806,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-1000
35,gaussian_linear,362,972,7,tmnre,3350864754,10,3,0.5666000247001648,0.7789999842643738,0.9017999768257141,0.8766000270843506,0.8754000067710876,0.7419999837875366,0.782800018787384,0.864300012588501,0.8389000296592712,0.7427999973297119,0.7297999858856201,0.9958999752998352,0.6204000115394592,0.9362999796867371,0.8513000011444092,0.8870000243186951,0.6503000259399414,0.9746999740600586,0.9599999785423279,0.9506000280380249,0.6844000220298767,0.967199981212616,0.815500020980835,0.8769999742507935,0.9061999917030334,0.9764999747276306,0.9294999837875366,0.794700026512146,0.9247000217437744,0.8359000086784363,0.9286999702453613,0.7505999803543091,0.9467999935150146,0.9613999724388123,0.7857000231742859,0.7836999893188477,0.7865999937057495,0.7721999883651733,0.7229999899864197,0.815500020980835,0.8985999822616577,0.9139999747276306,0.8342000246047974,0.9811999797821045,0.9886000156402588,0.8533999919891357,0.8151000142097473,0.9164000153541565,0.9387999773025513,0.9621999859809875,0.8657000064849854,0.9212999939918518,0.8195000290870667,0.6858999729156494,0.9311000108718872,7.970099925994873,0.796999990940094,0.00989999994635582,38.84809875488281,0.8633000254631042,0.009700000286102295,699.86914,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-1000
36,gaussian_linear,1065,1065,6,tmnre,3067204818,10,1,0.6513000130653381,0.671500027179718,0.8294000029563904,0.8008999824523926,0.6980999708175659,0.7501999735832214,0.8525999784469604,0.8223000168800354,0.670199990272522,0.7925999760627747,0.9140999913215637,0.8863999843597412,0.8960999846458435,0.8690000176429749,0.8733999729156494,0.923799991607666,0.9484999775886536,0.917900025844574,0.9196000099182129,0.968500018119812,0.9815000295639038,0.9700999855995178,0.9908000230789185,0.8866999745368958,0.975600004196167,0.8842999935150146,0.9775999784469604,0.8946999907493591,0.980400025844574,0.8970999717712402,0.9452999830245972,0.9894000291824341,0.859000027179718,0.8367000222206116,0.9279000163078308,0.9958000183105469,0.9929999709129333,0.9660999774932861,0.9908000230789185,0.9211999773979187,0.9106000065803528,0.8723999857902527,0.9383000135421753,0.9911999702453613,0.9240999817848206,0.8723000288009644,0.9667999744415283,0.9462000131607056,0.9922000169754028,0.9031000137329102,0.9100000262260437,0.9531999826431274,0.9261999726295471,0.9139999747276306,0.9843999743461609,7.539299964904785,0.7538999915122986,0.00570000009611249,41.986000061035156,0.9330000281333923,0.0019000000320374966,634.76874,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-1000
37,gaussian_linear,960,960,3,tmnre,4109685062,10,1,0.684499979019165,0.7570000290870667,0.6887000203132629,0.7882000207901001,0.6841999888420105,0.7038000226020813,0.9243000149726868,0.9247000217437744,0.5968999862670898,0.8460999727249146,0.8780999779701233,0.9786999821662903,0.977400004863739,0.9836000204086304,0.9754999876022339,0.90829998254776,0.9703999757766724,0.9595000147819519,0.9491999745368958,0.8615999817848206,0.923799991607666,0.9495000243186951,0.9002000093460083,0.8892999887466431,0.9679999947547913,0.9527999758720398,0.9017999768257141,0.9462000131607056,0.896399974822998,0.9574000239372253,0.9169999957084656,0.8080000281333923,0.9272000193595886,0.9083999991416931,0.9815999865531921,0.9276000261306763,0.9441999793052673,0.887499988079071,0.9824000000953674,0.8824999928474426,0.8733000159263611,0.9397000074386597,0.9178000092506409,0.9107000231742859,0.9053999781608582,0.9732999801635742,0.9559000134468079,0.9333000183105469,0.9714999794960022,0.9556000232696533,0.9779000282287598,0.9829999804496765,0.8715999722480774,0.9843999743461609,0.9620000123977661,7.598400115966797,0.7598000168800354,0.01209999993443489,42.009300231933594,0.9334999918937683,0.0017000000225380063,742.84344,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-3-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-3-1000
38,gaussian_linear,25259,106081,5,tmnre,1105280915,10,5,0.5767999887466431,0.5946000218391418,0.599399983882904,0.6306999921798706,0.5874999761581421,0.739799976348877,0.6934000253677368,0.6553000211715698,0.6797000169754028,0.6456000208854675,0.6496000289916992,0.6534000039100647,0.6331999897956848,0.6370000243186951,0.7469000220298767,0.7192000150680542,0.6661999821662903,0.70660001039505,0.6664999723434448,0.6582000255584717,0.6463000178337097,0.6309999823570251,0.7311999797821045,0.7329000234603882,0.6614000201225281,0.7218999862670898,0.6837000250816345,0.6449000239372253,0.6151999831199646,0.7254999876022339,0.7197999954223633,0.6812999844551086,0.7053999900817871,0.6797999739646912,0.6471999883651733,0.7318000197410583,0.717199981212616,0.678600013256073,0.7117000222206116,0.666700005531311,0.7570000290870667,0.7253000140190125,0.6586999893188477,0.7049000263214111,0.6898000240325928,0.7688000202178955,0.7484999895095825,0.7609999775886536,0.7537999749183655,0.7379999756813049,0.7843000292778015,0.7421000003814697,0.7202000021934509,0.6970000267028809,0.7305999994277954,6.402900218963623,0.6402999758720398,0.00279999990016222,31.4507999420166,0.6988999843597412,0.0017999999690800905,2512.284,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-5-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-5-100000
39,gaussian_linear,30570,99900,6,tmnre,309453905,10,4,0.6274999976158142,0.6029000282287598,0.6291000247001648,0.7125999927520752,0.5866000056266785,0.6051999926567078,0.635699987411499,0.729200005531311,0.6517999768257141,0.6043999791145325,0.6581000089645386,0.7149999737739563,0.7576000094413757,0.6617000102996826,0.6607000231742859,0.6837999820709229,0.7709000110626221,0.6891000270843506,0.65829998254776,0.690500020980835,0.7455999851226807,0.6345999836921692,0.6456000208854675,0.644599974155426,0.7667999863624573,0.6751999855041504,0.6449000239372253,0.7602999806404114,0.6937999725341797,0.694100022315979,0.6987000107765198,0.7746999859809875,0.7200999855995178,0.7024999856948853,0.7379000186920166,0.7497000098228455,0.7628999948501587,0.8136000037193298,0.7664999961853027,0.708899974822998,0.6367999911308289,0.6754999756813049,0.7512999773025513,0.6496000289916992,0.6323999762535095,0.6859999895095825,0.7602999806404114,0.6841999888420105,0.6578999757766724,0.7633000016212463,0.6984000205993652,0.6718999743461609,0.77920001745224,0.7634000182151794,0.6786999702453613,6.384900093078613,0.6384999752044678,0.002300000051036477,31.77549934387207,0.7060999870300293,0.002400000113993883,2363.5208,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-100000
40,gaussian_linear,3446,9966,7,tmnre,3305561353,10,4,0.8288999795913696,0.5997999906539917,0.6725999712944031,0.5878999829292297,0.5867000222206116,0.5774000287055969,0.6815999746322632,0.5892999768257141,0.7103000283241272,0.805400013923645,0.7892000079154968,0.7947999835014343,0.6363000273704529,0.6780999898910522,0.7792999744415283,0.828000009059906,0.7465999722480774,0.6513000130653381,0.7957000136375427,0.7257999777793884,0.578499972820282,0.718500018119812,0.6366999745368958,0.777400016784668,0.6905999779701233,0.7777000069618225,0.767799973487854,0.7932000160217285,0.8263999819755554,0.6358000040054321,0.7609999775886536,0.7261000275611877,0.754800021648407,0.8245000243186951,0.6711999773979187,0.6661999821662903,0.73089998960495,0.6345000267028809,0.8126999735832214,0.7904000282287598,0.5946999788284302,0.7613000273704529,0.6399999856948853,0.6740999817848206,0.7955999970436096,0.7253999710083008,0.6811000108718872,0.7260000109672546,0.7720000147819519,0.7221999764442444,0.6646999716758728,0.9305999875068665,0.7095999717712402,0.6747000217437744,0.8324999809265137,6.640100002288818,0.6639999747276306,0.008700000122189522,32.90420150756836,0.7311999797821045,0.005400000140070915,505.8489,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-10000
41,gaussian_linear,2096,11051,5,tmnre,2389798831,10,5,0.5752999782562256,0.7075999975204468,0.6103000044822693,0.6499999761581421,0.5604000091552734,0.9014999866485596,0.6535999774932861,0.6381000280380249,0.5367000102996826,0.609499990940094,0.8644999861717224,0.6205999851226807,0.5957000255584717,0.605400025844574,0.720300018787384,0.8277999758720398,0.7835000157356262,0.6161999702453613,0.6398000121116638,0.6596999764442444,0.7857999801635742,0.6636000275611877,0.8532999753952026,0.7214000225067139,0.7939000129699707,0.7132999897003174,0.7006000280380249,0.6837000250816345,0.696399986743927,0.8597999811172485,0.86080002784729,0.6578999757766724,0.7588000297546387,0.6510000228881836,0.6370999813079834,0.5738999843597412,0.7472000122070312,0.7304999828338623,0.7789999842643738,0.7983999848365784,0.9071999788284302,0.8359000086784363,0.7700999975204468,0.6481000185012817,0.6970999836921692,0.8712999820709229,0.8878999948501587,0.8673999905586243,0.7620000243186951,0.6933000087738037,0.7990000247955322,0.7735999822616577,0.8260999917984009,0.6980999708175659,0.7781999707221985,6.4430999755859375,0.6442999839782715,0.010700000450015068,33.41550064086914,0.7426000237464905,0.00800000037997961,506.8965,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-5-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-5-10000
42,gaussian_linear,50155,100159,10,tmnre,181807051,10,4,0.6703000068664551,0.7235999703407288,0.633899986743927,0.7437000274658203,0.7882000207901001,0.7153000235557556,0.6047000288963318,0.6751999855041504,0.6486999988555908,0.8015000224113464,0.7692999839782715,0.7342000007629395,0.7982000112533569,0.828000009059906,0.7558000087738037,0.7121999859809875,0.739799976348877,0.7364000082015991,0.8328999876976013,0.7512000203132629,0.8342000246047974,0.83160001039505,0.7989000082015991,0.7372000217437744,0.7746999859809875,0.7781000137329102,0.8580999970436096,0.7609000205993652,0.817300021648407,0.7376999855041504,0.6600000262260437,0.7311000227928162,0.6800000071525574,0.8288999795913696,0.8533999919891357,0.8090999722480774,0.7757999897003174,0.8055999875068665,0.7942000031471252,0.8691999912261963,0.8349000215530396,0.7930999994277954,0.8291000127792358,0.8062000274658203,0.890500009059906,0.7411999702453613,0.7617999911308289,0.7534000277519226,0.8518999814987183,0.7200000286102295,0.6690000295639038,0.8410000205039978,0.733299970626831,0.8424000144004822,0.8141000270843506,7.005199909210205,0.7005000114440918,0.00430000014603138,35.275901794433594,0.7839000225067139,0.003000000026077032,2706.5708,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-10-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-10-100000
43,gaussian_linear,1723,11053,1,tmnre,2802979545,10,5,0.7354999780654907,0.8267999887466431,0.6565999984741211,0.6061000227928162,0.739799976348877,0.6359000205993652,0.5608000159263611,0.6129999756813049,0.6597999930381775,0.7770000100135803,0.8827999830245972,0.8723999857902527,0.8270999789237976,0.9761999845504761,0.902999997138977,0.7458999752998352,0.8813999891281128,0.692799985408783,0.8475000262260437,0.6833999752998352,0.5907999873161316,0.9103999733924866,0.6822999715805054,0.6872000098228455,0.6862999796867371,0.8345999717712402,0.847599983215332,0.8072999715805054,0.8788999915122986,0.7071999907493591,0.7160999774932861,0.6561999917030334,0.85589998960495,0.7770000100135803,0.739300012588501,0.6015999913215637,0.6639000177383423,0.771399974822998,0.7063000202178955,0.7893000245094299,0.8450000286102295,0.9262999892234802,0.9379000067710876,0.916100025177002,0.932200014591217,0.6456999778747559,0.6765000224113464,0.6699000000953674,0.8414000272750854,0.7993000149726868,0.8416000008583069,0.7311000227928162,0.6855999827384949,0.7486000061035156,0.7300999760627747,6.811200141906738,0.6811000108718872,0.007199999876320362,35.14970016479492,0.7810999751091003,0.010099999606609344,510.41617,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-1-10000
44,gaussian_linear,2710,10487,8,tmnre,4038167656,10,6,0.6097999811172485,0.8658999800682068,0.6004999876022339,0.5975000262260437,0.7541000247001648,0.6438999772071838,0.8309000134468079,0.6104999780654907,0.673799991607666,0.7810999751091003,0.8327000141143799,0.7461000084877014,0.6762999892234802,0.8385999798774719,0.7131999731063843,0.9061999917030334,0.6582000255584717,0.7347000241279602,0.7631000280380249,0.832099974155426,0.8521000146865845,0.8827000260353088,0.9700000286102295,0.7825999855995178,0.8220000267028809,0.9660999774932861,0.891700029373169,0.671999990940094,0.7807999849319458,0.6711999773979187,0.9003999829292297,0.6345000267028809,0.7156999707221985,0.7382000088691711,0.8820000290870667,0.7389000058174133,0.8331999778747559,0.6894000172615051,0.7760000228881836,0.7379999756813049,0.7681000232696533,0.7885000109672546,0.7103000283241272,0.862500011920929,0.8702999949455261,0.9088000059127808,0.6312000155448914,0.8967000246047974,0.8241000175476074,0.9488000273704529,0.9598000049591064,0.8309999704360962,0.7631000280380249,0.626800000667572,0.7990000247955322,6.967899799346924,0.6967999935150146,0.010499999858438969,35.827701568603516,0.7961999773979187,0.009100000374019146,562.7579,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-8-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-8-10000
45,gaussian_linear,4292,10013,6,tmnre,2441553561,10,3,0.6546000242233276,0.617900013923645,0.6158000230789185,0.8022000193595886,0.6190000176429749,0.7063000202178955,0.6373999714851379,0.7799999713897705,0.6129999756813049,0.5831999778747559,0.5914999842643738,0.7379999756813049,0.8492000102996826,0.649399995803833,0.742900013923645,0.6636000275611877,0.7110000252723694,0.6787999868392944,0.642300009727478,0.7490000128746033,0.6988999843597412,0.6496999859809875,0.6326000094413757,0.63919997215271,0.7457000017166138,0.701200008392334,0.6571000218391418,0.7348999977111816,0.7803999781608582,0.7634000182151794,0.6347000002861023,0.7839999794960022,0.796500027179718,0.760200023651123,0.8360000252723694,0.7753000259399414,0.8794999718666077,0.8080999851226807,0.8255000114440918,0.8443999886512756,0.6503000259399414,0.6593999862670898,0.8026000261306763,0.7415000200271606,0.6399999856948853,0.6816999912261963,0.6751999855041504,0.7281000018119812,0.6414999961853027,0.79830002784729,0.6952000260353088,0.6611999869346619,0.8285999894142151,0.7595999836921692,0.6628999710083008,6.629199981689453,0.6628999710083008,0.00559999980032444,32.58919906616211,0.7242000102996826,0.0052999998442828655,497.08844,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-6-10000
46,gaussian_linear,33148,100166,9,tmnre,378752667,10,5,0.6198999881744385,0.6331999897956848,0.6168000102043152,0.6729999780654907,0.7768999934196472,0.8119000196456909,0.5720999836921692,0.6097000241279602,0.6901999711990356,0.6100000143051147,0.6772000193595886,0.6876999735832214,0.7174000144004822,0.7800999879837036,0.8202000260353088,0.6539000272750854,0.6535000205039978,0.7303000092506409,0.6628999710083008,0.7109000086784363,0.7347000241279602,0.7918000221252441,0.809499979019165,0.6823999881744385,0.6942999958992004,0.7264999747276306,0.6891000270843506,0.7372000217437744,0.802299976348877,0.832099974155426,0.6610999703407288,0.6963000297546387,0.7257000207901001,0.6869999766349792,0.8011999726295471,0.8399999737739563,0.714900016784668,0.7200999855995178,0.7713000178337097,0.7193999886512756,0.8727999925613403,0.7749000191688538,0.7926999926567078,0.832099974155426,0.7876999974250793,0.8220999836921692,0.8109999895095825,0.832099974155426,0.8152999877929688,0.6373000144958496,0.7077999711036682,0.6212000250816345,0.7390999794006348,0.6377999782562256,0.7263000011444092,6.613699913024902,0.6614000201225281,0.006099999882280827,33.341400146484375,0.7408999800682068,0.00430000014603138,2636.181,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-9-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-9-100000
47,gaussian_linear,33577,99702,7,tmnre,617805579,10,4,0.6869999766349792,0.5983999967575073,0.7052000164985657,0.6032000184059143,0.5899999737739563,0.6068999767303467,0.6467000246047974,0.5799000263214111,0.7788000106811523,0.7415000200271606,0.7394000291824341,0.7835000157356262,0.7458000183105469,0.728600025177002,0.7246999740600586,0.7599999904632568,0.7365000247955322,0.8202999830245972,0.7800999879837036,0.7093999981880188,0.6205000281333923,0.635200023651123,0.6632000207901001,0.6891000270843506,0.635200023651123,0.7778000235557556,0.7519000172615051,0.7113999724388123,0.7203999757766724,0.7257999777793884,0.7311000227928162,0.6969000101089478,0.8238000273704529,0.8101999759674072,0.636900007724762,0.6546000242233276,0.7031999826431274,0.6396999955177307,0.7799000144004822,0.7591000199317932,0.6625000238418579,0.6829000115394592,0.6509000062942505,0.7853999733924866,0.7581999897956848,0.7067000269889832,0.6395000219345093,0.7875000238418579,0.772599995136261,0.6851999759674072,0.7979999780654907,0.7997000217437744,0.7818999886512756,0.7639999985694885,0.8392999768257141,6.537600040435791,0.6538000106811523,0.004900000058114529,32.80830001831055,0.7290999889373779,0.0035000001080334187,2265.4197,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-100000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-7-100000
48,gaussian_linear,397,991,8,tmnre,1804796153,10,3,0.885200023651123,0.9150999784469604,0.6646999716758728,0.5952000021934509,0.9463000297546387,0.6097000241279602,0.9347000122070312,0.5763999819755554,0.6316999793052673,0.7804999947547913,0.907800018787384,0.9290000200271606,0.7925999760627747,0.7882999777793884,0.8144000172615051,0.9606999754905701,0.9150999784469604,0.758400022983551,0.9377999901771545,0.9571999907493591,0.9283000230789185,0.9042999744415283,0.703499972820282,0.9718000292778015,0.9577999711036682,0.7317000031471252,0.8716999888420105,0.8916000127792358,0.8896999955177307,0.8564000129699707,0.7527999877929688,0.9771000146865845,0.7200000286102295,0.9139999747276306,0.9448999762535095,0.9258000254631042,0.9624999761581421,0.711899995803833,0.734000027179718,0.7591999769210815,0.7778000235557556,0.9115999937057495,0.6697999835014343,0.7045999765396118,0.9071999788284302,0.9175999760627747,0.7067999839782715,0.7836999893188477,0.9456999897956848,0.8410999774932861,0.9467999935150146,0.9200000166893005,0.734499990940094,0.9211000204086304,0.7867000102996826,7.539599895477295,0.7540000081062317,0.023800000548362732,38.34510040283203,0.8521000146865845,0.008899999782443047,571.1641,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-8-1000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-8-1000
49,gaussian_linear,1631,11756,4,tmnre,1768697634,10,5,0.6521000266075134,0.9132999777793884,0.7398999929428101,0.781499981880188,0.5525000095367432,0.5619999766349792,0.8906000256538391,0.7199000120162964,0.6517000198364258,0.8256000280380249,0.8920999765396118,0.9046000242233276,0.8069000244140625,0.73580002784729,0.8256000280380249,0.9110999703407288,0.7358999848365784,0.8726999759674072,0.9110000133514404,0.9323999881744385,0.9829999804496765,0.9510999917984009,0.8755000233650208,0.8819000124931335,0.9369999766349792,0.9009000062942505,0.9646000266075134,0.817300021648407,0.8978000283241272,0.7307000160217285,0.9394000172615051,0.9082000255584717,0.8845000267028809,0.8924000263214111,0.7092000246047974,0.7749999761581421,0.9128000140190125,0.781499981880188,0.6872000098228455,0.7419000267982483,0.6118000149726868,0.879800021648407,0.5662000179290771,0.8475000262260437,0.8342000246047974,0.9077000021934509,0.6097000241279602,0.7200999855995178,0.6335999965667725,0.8270999789237976,0.8270000219345093,0.8788999915122986,0.6036999821662903,0.6891999840736389,0.8532000184059143,7.2891998291015625,0.7289000153541565,0.01590000092983246,36.989601135253906,0.8220000267028809,0.011900000274181366,566.301,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-4-10000,/home/ben/sci/tmnre/outputs/2021-07-17/10-41-33/gaussian_linear/tmnre-10d-0.1scale-4-10000
